artist,title,downloads,link,scrape_time
Montana Of 300,Cursed With A Blessing,152203,/Montana-Of-300-Cursed-With-A-Blessing-mixtape.669935.html,16-09-18
Kendrick Lamar,The Poems Of Kendrick,151378,/Kendrick-Lamar-The-Poems-Of-Kendrick-mixtape.317924.html,16-09-18
50 Cent,War Angel LP,150509,/50-Cent-War-Angel-LP-mixtape.51162.html,16-09-18
Plies,Da Last Real Nigga Left,150277,/Plies-Da-Last-Real-Nigga-Left-mixtape.572940.html,16-09-18
PeeWee Longway,The Blue M&M Vol 2 (King Size),149833,/PeeWee-Longway-The-Blue-MM-Vol-2-King-Size-mixtape.688343.html,16-09-18
Jeremih,Late Nights: Europe,149783,/Jeremih-Late-Nights-Europe-mixtape.794958.html,16-09-18
Harry Fraud,Adrift,149555,/Harry-Fraud-Adrift-mixtape.463242.html,16-09-18
Trae Tha Truth,Tha Diary Of Tha Truth,149184,/Trae-Tha-Truth-Tha-Diary-Of-Tha-Truth-mixtape.15538.html,16-09-18
D-Pryde,Mars,148982,/D-Pryde-Mars-mixtape.236543.html,16-09-18
Various Artists,Hip Hop TXL Vol 41,148525,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-41-mixtape.613905.html,16-09-18
Juicy J & Project Pat,Cut Throat,148270,/Juicy-J-Project-Pat-Cut-Throat-mixtape.80912.html,16-09-18
Shy Glizzy,For Trappers Only,148162,/Shy-Glizzy-For-Trappers-Only-mixtape.734615.html,16-09-18
Cardi B,Gangsta Bitch Music Vol 1,147688,/Cardi-B-Gangsta-Bitch-Music-Vol-1-mixtape.770917.html,16-09-18
Various Artists,Hip Hop TXL Vol 37,147541,/DJ-Reddy-Rell-HipHopTXLcom-Hip-Hop-TXL-Vol-37-mixtape.597557.html,16-09-18
Wale & 9th Wonder,Back To The Feature,147526,/Wale-9th-Wonder-Back-To-The-Feature-mixtape.51698.html,16-09-18
Lil Wayne,Haemoglobin (My Flag Red),147185,/Lil-Wayne-Haemoglobin-My-Flag-Red-mixtape.218672.html,16-09-18
Various Artists,Whiteowl Drop That Pt 214,146687,/WhiteOwl-Whiteowl-Drop-That-Pt-214-mixtape.440016.html,16-09-18
Rick Ross,Renzel Remixes (Disc 1),146063,/Rick-Ross-Renzel-Remixes-Disc-1-mixtape.749640.html,16-09-18
Jay-Z,Creative Control,145992,/Jay-Z-Creative-Control-mixtape.136980.html,16-09-18
Various Artists,Hip Hop TXL Vol 35,145703,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-35-mixtape.586409.html,16-09-18
Various Artists,Hip Hop TXL Vol 36,145585,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-36-mixtape.591902.html,16-09-18
Omarion,Care Package 2,145490,/Omarion-Care-Package-2-mixtape.543133.html,16-09-18
Lil Reese,Supa Savage,144974,/Lil-Reese-Supa-Savage-mixtape.527663.html,16-09-18
Fredo Santana,Fredo Kruger,144817,/Fredo-Santana-Fredo-Kruger-mixtape.460881.html,16-09-18
Rockie Fresh,Driving 88,144692,/Rockie-Fresh-Driving-88-mixtape.305845.html,16-09-18
Childish Gambino,The Great Gambino,144324,/Childish-Gambino-The-Great-Gambino-mixtape.241178.html,16-09-18
Wiz Khalifa,28 Grams (No DJ),144313,/Wiz-Khalifa-28-Grams-No-DJ-mixtape.620184.html,16-09-18
Chinx,CR5,144070,/Chinx-CR5-mixtape.674373.html,16-09-18
Red Cafe,Hells Kitchen,143938,/Red-Cafe-Hells-Kitchen-mixtape.291853.html,16-09-18
Jaden Smith,The Cool Cafe,143722,/Jaden-Smith-The-Cool-Cafe-mixtape.399393.html,16-09-18
King Louie,Drilluminati 2,143595,/King-Louie-Drilluminati-2-mixtape.561447.html,16-09-18
Ab-Soul,Long Term,143533,/Ab-Soul-Long-Term-mixtape.29958.html,16-09-18
Meek Mill,Meekend Music,142887,/Meek-Mill-Meekend-Music-mixtape.843021.html,16-09-18
Various Artists,Hip Hop TXL Vol 38,142859,/DJ-Reddy-Rell-HipHopTXLcom-Hip-Hop-TXL-Vol-38-mixtape.602763.html,16-09-18
Nipsey Hussle,Bullets Ain't Got No Name Vol 2,142859,/Nipsey-Hussle-Bullets-Aint-Got-No-Name-Vol-2-mixtape.26020.html,16-09-18
Various Artists,Hip Hop TXL Vol 31,142466,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-31-mixtape.567195.html,16-09-18
Chief Keef,Bang Mixtape,142456,/Chief-Keef-Bang-Mixtape.268181.html,16-09-18
Gudda Gudda,Guddaville,142179,/Gudda-Gudda-Guddaville-mixtape.68646.html,16-09-18
Juicy J,shutdafukup,142030,/Juicy-J-shutdafukup-mixtape.878618.html,16-09-18
Various Artists,Hip Hop TXL Vol 42,142012,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-42-mixtape.617800.html,16-09-18
Los,The Crown Aint Safe,142008,/Los-The-Crown-Aint-Safe-mixtape.288842.html,16-09-18
Ace Hood,Body Bag 4,141790,/Ace-Hood-Body-Bag-4-mixtape.811082.html,16-09-18
French Montana,NY On Top: Year Of The Underdog,141638,/French-Montana-NY-On-Top-Year-Of-The-Underdog-mixtape.323660.html,16-09-18
Tink,Winter's Diary 2,141561,/Tink-Winters-Diary-2-mixtape.570560.html,16-09-18
Wale X A-Trak,Festivus,140923,/Wale-x-A-Trak-Festivus-mixtape.675330.html,16-09-18
Raekwon,Unexpected Victory,140820,/Raekwon-Unexpected-Victory-mixtape.295793.html,16-09-18
Young Dolph,Bosses & Shooters,140690,/Young-Dolph-Bosses-Shooters-mixtape.785851.html,16-09-18
Lil Wayne,Da Drought,140275,/Lil-Wayne-Da-Drought-mixtape.14663.html,16-09-18
Wale,Mixtape About Nothing,138940,/Wale-Mixtape-About-Nothing-mixtape.18329.html,16-09-18
Plies,Aristotle,138755,/Plies-Aristotle-mixtape.262909.html,16-09-18
Various Artists,Hip Hop TXL Vol 18,138688,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-18-mixtape.516340.html,16-09-18
Funkmaster Flex,Who You Mad At? Me Or Yourself?,138664,/Funkmaster-Flex-Who-You-Mad-At-Me-Or-Yourself-mixtape.478380.html,16-09-18
Lloyd Banks,Halloween Havoc 2,138484,/Lloyd-Banks-Halloween-Havoc-2-mixtape.744366.html,16-09-18
50 Cent,Forever King,138259,/50-Cent-Forever-King-mixtape.53837.html,16-09-18
Nipsey Hussle,The Marathon Continues: X-Tra Laps,138191,/Nipsey-Hussle-The-Marathon-Continues-X-Tra-Laps-mixtape.314689.html,16-09-18
Game,Purp & Patron (2 Disc),137534,/Game-Purp-Patron-2-Disc-mixtape.192428.html,16-09-18
Berner,Urban Farmer,137491,/Berner-Urban-Farmer-mixtape.393441.html,16-09-18
Lil Durk,Love Songs For The Streets,137307,/Lil-Durk-Love-Songs-For-The-Streets-mixtape.830530.html,16-09-18
Mac Miller,You (EP),137170,/Mac-Miller-You-EP-mixtape.420771.html,16-09-18
Chris Webby,The Underclassmen,136786,/Chris-Webby-The-Underclassmen-mixtape.135619.html,16-09-18
Ace Hood,Body Bag 3,136547,/Ace-Hood-Body-Bag-3-mixtape.642926.html,16-09-18
Ty Dolla Sign (Ty$),Beach House,136425,/Ty-Dolla-Sign-Ty-Beach-House-mixtape.402161.html,16-09-18
Lil Wayne,The Carter 3 Mixtape,136303,/Lil-Wayne-The-Carter-3-Mixtape.5689.html,16-09-18
Chief Keef,Two Zero One Seven,135970,/Chief-Keef-Two-Zero-One-Seven-mixtape.817705.html,16-09-18
Chip,London Boy,135690,/Chip-London-Boy-mixtape.435121.html,16-09-18
Snoop Dogg,That's My Work 2,135446,/Snoop-Dogg-Thats-My-Work-2-mixtape.542835.html,16-09-18
Chris Webby,Teenage Mutant Ninja Rapper,134652,/Chris-Webby-Teenage-Mutant-Ninja-Rapper-mixtape.67081.html,16-09-18
Curren$y,Stoned On Ocean,134620,/Curreny-Stoned-On-Ocean-mixtape.791094.html,16-09-18
Akon,Konkrete Jungle,134106,/Akon-Konkrete-Jungle-mixtape.352745.html,16-09-18
Chinx Drugz,Cocaine Riot 2,133744,/Chinx-Drugz-Cocaine-Riot-2-mixtape.352743.html,16-09-18
2 Chainz,Chain Gang,133726,/2-Chainz-Chain-Gang-mixtape.364146.html,16-09-18
Young Dolph,High Class Street Music 4 (american Gangster),133598,/Young-Dolph-High-Class-Street-Music-4-american-Gangster-mixtape.628160.html,16-09-18
K. Camp,You Welcome,133486,/K-Camp-You-Welcome-mixtape.746376.html,16-09-18
Instrumentals,Got Instrumentals Lex Luger Edition,133374,/Instrumentals-Got-Instrumentals-Lex-Luger-Edition-mixtape.238598.html,16-09-18
Casey Veggies,Customized Greatly 3,133014,/Casey-Veggies-Customized-Greatly-3-mixtape.334412.html,16-09-18
Ace Hood,Trust The Process (Deluxe Edition),133007,/Ace-Hood-Trust-The-Process-Deluxe-Edition-mixtape.858766.html,16-09-18
Various Artists,Hip Hop TXL Vol 39,132972,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-39-mixtape.607480.html,16-09-18
Gucci Mane,Trap House 4 ,132645,/Gucci-Mane-Trap-House-4-mixtape.626693.html,16-09-18
Don Q,Corner Stories,132478,/Don-Q-Corner-Stories-mixtape.831489.html,16-09-18
Various Artists,Hip Hop TXL Vol 30,132474,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-30-mixtape.562607.html,16-09-18
Kendrick Lamar,Cartoon & Cereal (EP),132288,/Kendrick-Lamar-Cartoon-Cereal-EP-mixtape.303592.html,16-09-18
Los,Worth The Wait,132218,/Los-Worth-The-Wait-mixtape.252498.html,16-09-18
Kanye West,Eyes Closed,132181,/Kanye-West-Eyes-Closed-mixtape.189916.html,16-09-18
Don Trip,Help Is On The Way,131417,/Don-Trip-Help-Is-On-The-Way-mixtape.403962.html,16-09-18
Gudda Gudda,Guddaville 3,131413,/Gudda-Gudda-Guddaville-3-mixtape.415819.html,16-09-18
Juicy J,Rubba Band Business,131123,/Juicy-J-Rubba-Band-Business-mixtape.182584.html,16-09-18
T-Pain,The Iron Way,130996,/T-Pain-The-Iron-Way-mixtape.680203.html,16-09-18
Waka Flocka,Benjamin Flocka,130849,/Waka-Flocka-Benjamin-Flocka-mixtape.218773.html,16-09-18
21 Savage,Slaughter King,130798,/21-Savage-Slaughter-King-mixtape.750734.html,16-09-18
A$AP Rocky,Deep Purple,130554,/AAP-Rocky-Deep-Purple-mixtape.249135.html,16-09-18
Ace Hood,The Statement,130255,/Ace-Hood-The-Statement-mixtape.160096.html,16-09-18
Juicy J,Gas Face,130242,/Juicy-J-Gas-Face-mixtape.843737.html,16-09-18
Various Artists,Hip Hop TXL Vol 47,129701,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-47-mixtape.640235.html,16-09-18
Big K.R.I.T.,12 For 12,129464,/Big-KRIT-12-For-12-mixtape.792715.html,16-09-18
Miguel,Art Dealer Chic Vol.1 EP,129256,/Miguel-Art-Dealer-Chic-Vol1-EP-mixtape.319982.html,16-09-18
Various Artists,Hip Hop TXL Vol 49,129112,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-49-mixtape.648306.html,16-09-18
Masspike Miles,Skky Miles,128919,/Masspike-Miles-Skky-Miles-mixtape.352796.html,16-09-18
Various Artists,Hip Hop TXL Vol 52,128891,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-52-mixtape.660870.html,16-09-18
Roscoe Dash,2.0,128805,/Roscoe-Dash-20-mixtape.382720.html,16-09-18
Remy Ma,I'm Around,128605,/Remy-Ma-Im-Around-mixtape.656470.html,16-09-18
Gucci Mane & Migos,The Green Album,128247,/Gucci-Mane-Migos-The-Green-Album-mixtape.621770.html,16-09-18
NBA Youngboy,Mind Of A Menace 3,128246,/NBA-Youngboy-Mind-Of-A-Menace-3-mixtape.811304.html,16-09-18
Talib Kweli & Z-Trip,Attack The Block,128164,/Talib-Kweli-Z-Trip-Attack-The-Block-mixtape.389953.html,16-09-18
Various Artists,Hip Hop TXL Vol 51,127873,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-51-mixtape.656821.html,16-09-18
Blac Youngsta,F*ck Everybody,127718,/Blac-Youngsta-Fck-Everybody-mixtape.802631.html,16-09-18
Various Artists,Hip Hop TXL Vol 22,127598,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-22-mixtape.529615.html,16-09-18
Various Artists,Hip Hop TXL Vol 13,127540,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-13-mixtape.495261.html,16-09-18
August Alsina,The Product,127169,/August-Alsina-The-Product-mixtape.342322.html,16-09-18
Royce Da 5'9,Trust The Shooter,127140,/Royce-Da-59-Trust-The-Shooter-mixtape.775035.html,16-09-18
MMG,Priorities 4,126838,/MMG-Priorities-4-mixtape.774124.html,16-09-18
Lil Herb & Lil Bibby,The Best Of Lil Herb & Lil Bibby: Heir Apparents,126825,/Lil-Herb-Lil-Bibby-The-Best-Of-Lil-Herb-Lil-Bibby-Heir-Apparents-mixtape.485302.html,16-09-18
Cory Gunz,Son Of A Gun,126746,/Cory-Gunz-Son-Of-A-Gun-mixtape.246279.html,16-09-18
Drake,O.V.O,126361,/Drake-OVO-mixtape.229918.html,16-09-18
Fetty Wap X PNB Rock,"Money, Hoes & Flows",126146,/Fetty-Wap-x-PNB-Rock-Money-Hoes-Flows-mixtape.793753.html,16-09-18
Memphis Bleek,The Movement,126130,/Memphis-Bleek-The-Movement-mixtape.334946.html,16-09-18
Busta Rhymes & Q-Tip,The Abstract And The Dragon,125811,/Busta-Rhymes-Q-Tip-The-Abstract-And-The-Dragon-mixtape.557088.html,16-09-18
Plies,Aint No Mixtape Bih 2,125461,/Plies-Aint-No-Mixtape-Bih-2-mixtape.747825.html,16-09-18
Cam'ron,The Program,124997,/Camron-The-Program-mixtape.870785.html,16-09-18
Various Artists,Hip Hop TXL Vol 58,124968,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-58-mixtape.685505.html,16-09-18
Gucci Mane,Trap House 5 (the Final Chapter),124794,/Gucci-Mane-Trap-House-5-the-Final-Chapter-mixtape.700375.html,16-09-18
Curren$y & Young Roddy,3 Piece Set: A Closed Session,123828,/Curreny-Young-Roddy-3-Piece-Set-A-Closed-Session-mixtape.434169.html,16-09-18
Gucci Mane,King Gucci,123636,/Gucci-Mane-King-Gucci-mixtape.710519.html,16-09-18
Lil Wayne,New Orleans Nightmare 3,123571,/Lil-Wayne-New-Orleans-Nightmare-3-mixtape.5538.html,16-09-18
Migos & Rich The Kid,Streets On Lock 4,123315,/Migos-Rich-The-Kid-Streets-On-Lock-4-mixtape.742033.html,16-09-18
Domo Genesis,Under The Influence,123315,/Domo-Genesis-Under-The-Influence-mixtape.263025.html,16-09-18
Mike Will Made It,Ransom,122989,/Mike-Will-Made-It-Ransom-mixtape.673275.html,16-09-18
Vince Staples & Larry Fisherman,Stolen Youth LP,122852,/Vince-Staples-Larry-Fisherman-Stolen-Youth-LP-mixtape.501544.html,16-09-18
Paul Wall,No Sleep Til Houston,122746,/Paul-Wall-No-Sleep-Til-Houston-mixtape.315182.html,16-09-18
Nas,The Nigger Tape,122556,/Nas-The-Nigger-Tape-mixtape.15983.html,16-09-18
JAY PARK ,Fresh A!r:breathe !t,122287,/JAY-PARK-Fresh-Arbreathe-t-mixtape.352092.html,16-09-18
Yo Gotti,Cocaine Muzik,122267,/Yo-Gotti-Cocaine-Muzik-mixtape.16461.html,16-09-18
"Lil B ""The BasedGod""",Gods Father,121987,/Lil-B-The-BasedGod-Gods-Father-mixtape.319379.html,16-09-18
MMG,Priorities 5,121781,/MMG-Priorities-5-mixtape.808411.html,16-09-18
Fetty Wap,Two Face: Fetty Wap Or Zovier 2 (The Mixtape) [Hosted By @OfficialYoungRB],121725,/Fetty-Wap-Two-Face-Fetty-Wap-Or-Zovier-2-The-Mixtape-Hos-mixtape.720834.html,16-09-18
Lloyd Banks,V.5,121713,/Lloyd-Banks-V5-mixtape.87312.html,16-09-18
Yo Gotti & Zedzilla,Cocaine Muzik 4: Gangsta Grillz,121681,/Yo-Gotti-Zedzilla-Cocaine-Muzik-4-Gangsta-Grillz-mixtape.91129.html,16-09-18
Shyne,Gangland,121557,/Shyne-Gangland-mixtape.398310.html,16-09-18
Mike Posner,The Layover,121548,/Mike-Posner-The-Layover-mixtape.284023.html,16-09-18
Diggy Simmons,Airborne,121358,/Diggy-Simmons-Airborne-mixtape.145605.html,16-09-18
Chris Webby,The Checkup,121172,/Chris-Webby-The-Checkup-mixtape.617593.html,16-09-18
50 Cent,Guess Who's Back?,120897,/50-Cent-Guess-Whos-Back-mixtape.72409.html,16-09-18
Young Jeezy & CTE,#ItsThaWorld,120883,/Young-Jeezy-CTE-ItsThaWorld-mixtape.493338.html,16-09-18
Lil Boosie,Lil Boosie Bad Azz AKA Hollywood Hatchet,120870,/Lil-Boosie-Lil-Boosie-Bad-Azz-AKA-Hollywood-Hatchet-mixtape.7939.html,16-09-18
Game,Hoodmorning (No Typo): Candy Coronas,120503,/Game-Hoodmorning-No-Typo-Candy-Coronas-mixtape.256743.html,16-09-18
Fred The Godson,Contraband,120218,/Fred-The-Godson-Contraband-mixtape.452505.html,16-09-18
Vado,Slime Flu 5,120166,/Vado-Slime-Flu-5-mixtape.742431.html,16-09-18
Wiz Khalifa,Reefer Party,119937,/Wiz-Khalifa-Reefer-Party-mixtape.256279.html,16-09-18
Various Artists,Hip Hop TXL Vol 4,119833,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-4-mixtape.468390.html,16-09-18
Fred The Godson,Gordo Frederico,119654,/Fred-The-Godson-Gordo-Frederico-mixtape.359599.html,16-09-18
Lil Wayne And Young Money,YMCMB: The Mixtape,119581,/Lil-Wayne-And-Young-Money-YMCMB-The-Mixtape.239452.html,16-09-18
Young Buck,10 Bodies,119296,/Young-Buck-10-Bodies-mixtape.794254.html,16-09-18
Hustle Gang,Hustle Gang Over Errrrythang,119275,/Hustle-Gang-Hustle-Gang-Over-Errrrythang-mixtape.804562.html,16-09-18
Joe Budden,Mood Muzik 3,119254,/Joe-Budden-Mood-Muzik-3-mixtape.9261.html,16-09-18
Caskey,The Transient Classics,119158,/Caskey-The-Transient-Classics-mixtape.525488.html,16-09-18
Stalley,Honest Cowboy,118984,/Stalley-Honest-Cowboy-mixtape.519186.html,16-09-18
Various Artists,Hip Hop TXL Vol 55,118723,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-55-mixtape.672345.html,16-09-18
Drake & The Weeknd,OVOXO,118699,/Drake-The-Weeknd-OVOXO-mixtape.262971.html,16-09-18
Various Artists,Hip Hop TXL Vol 56,118028,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-56-mixtape.677730.html,16-09-18
Ransom,The Alternative,117865,/Ransom-The-Alternative-mixtape.481716.html,16-09-18
Yo Gotti,Cocaine Muzik 4.5 (Da Documentary),117852,/Yo-Gotti-Cocaine-Muzik-45-Da-Documentary-mixtape.139373.html,16-09-18
Kid Cudi,Rap Hard (Demo),117546,/Kid-Cudi-Rap-Hard-Demo-mixtape.283555.html,16-09-18
Waka Flocka,DuFlocka Rant: 10 Toes Down,117453,/Waka-Flocka-DuFlocka-Rant-10-Toes-Down-mixtape.236241.html,16-09-18
DRAKE,The Best Of Drake - 50 Tracks !,117382,/DRAKE-The-Best-Of-Drake-50-Tracks--mixtape.57093.html,16-09-18
Young Dolph,High Class Street Music 5 (The Plug Best Friend),116881,/Young-Dolph-High-Class-Street-Music-5-The-Plug-Best-Friend-mixtape.690315.html,16-09-18
Maino & Uncle Murda,Yellow Tape (King Kong & Godzilla),116829,/Maino-Uncle-Murda-Yellow-Tape-King-Kong-Godzilla-mixtape.774646.html,16-09-18
Meek Mill,Flamers 2.5: The Preview,116801,/Meek-Mill-Flamers-25-The-Preview-mixtape.71655.html,16-09-18
Nipsey Hussle,Famous Lies And Unpopular Truths,116658,/Nipsey-Hussle-Famous-Lies-And-Unpopular-Truths-mixtape.812054.html,16-09-18
Chance The Rapper & Jeremih,Merry Christmas Lil Mama,116487,/Chance-The-Rapper-Jeremih-Merry-Christmas-Lil-Mama-mixtape.818948.html,16-09-18
French Montana,Coke Boys Tour Mixtape,116199,/French-Montana-Coke-Boys-Tour-Mixtape.162219.html,16-09-18
Young Buck,10 Pints,116045,/Young-Buck-10-Pints-mixtape.718313.html,16-09-18
Cyhi Da Prynce,Royal Flush 2,115990,/Cyhi-Da-Prynce-Royal-Flush-2-mixtape.239834.html,16-09-18
Machine Gun Kelly,Rage Pack,115920,/Machine-Gun-Kelly-Rage-Pack-mixtape.271391.html,16-09-18
Childish Gambino,EP,115879,/Childish-Gambino-EP-mixtape.240887.html,16-09-18
Isaiah Rashad,Welcome To The Game Hosted By @mosthated81 & Multi,115708,/Isaiah-Rashad-Welcome-To-The-Game-Hosted-By-mosthated81-Multi-mixtape.497040.html,16-09-18
Travis Porter,Music Money Magnums,115151,/Travis-Porter-Music-Money-Magnums-mixtape.195744.html,16-09-18
Nipsey Hussle X Bino Rideaux,No Pressure,115035,/Nipsey-Hussle-x-Bino-Rideaux-No-Pressure-mixtape.873066.html,16-09-18
Don Trip,Randy Savage,114479,/Don-Trip-Randy-Savage-mixtape.569118.html,16-09-18
Yo Gotti,Cocaine Muzik 3,114304,/Yo-Gotti-Cocaine-Muzik-3-mixtape.51785.html,16-09-18
Rocko,Gift Of Gab,114236,/Rocko-Gift-Of-Gab-mixtape.287287.html,16-09-18
Snoop Dogg,Thats My Work 3,114215,/Snoop-Dogg-Thats-My-Work-3-mixtape.584766.html,16-09-18
Boosie Badazz,Happy Thanksgiving & Merry Christmas,113884,/Boosie-Badazz-Happy-Thanksgiving-Merry-Christmas-mixtape.814307.html,16-09-18
K Camp,RARE,113654,/K-Camp-RARE-mixtape.809706.html,16-09-18
Rich The Kid,Dabbin Fever,113519,/Rich-The-Kid-Dabbin-Fever-mixtape.754180.html,16-09-18
Mila J,Battlefield America Soundtrack Mixtape Vol. 1,113517,/Mila-J-Battlefield-America-Soundtrack-Mixtape-Vol-1-mixtape.352162.html,16-09-18
Casey Veggies & Rockie Fresh,Fresh Veggies,113436,/Casey-Veggies-Rockie-Fresh-Fresh-Veggies-mixtape.559248.html,16-09-18
Yelawolf & DJ Paul,Black Fall (EP),113412,/Yelawolf-DJ-Paul-Black-Fall-EP-mixtape.545492.html,16-09-18
Young Scooter ,80's Baby,113233,/Young-Scooter-80s-Baby-mixtape.627256.html,16-09-18
Young Jeezy,I Am The Street Dream,113232,/Young-Jeezy-I-Am-The-Street-Dream-mixtape.2040.html,16-09-18
Various Artists,Hip Hop TXL Vol 81,113057,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-81-mixtape.788407.html,16-09-18
Lil Reese,Supa Savage 2,112861,/Lil-Reese-Supa-Savage-2-mixtape.717792.html,16-09-18
King Lil G,#ak47boyz,112090,/King-Lil-G-ak47boyz-mixtape.594191.html,16-09-18
Iggy Azalea,Glory (EP),112006,/Iggy-Azalea-Glory-EP-mixtape.376664.html,16-09-18
Torch,Tax Season,111840,/Torch-Tax-Season-mixtape.462761.html,16-09-18
Blac Youngsta,I'm Innocent,111507,/Blac-Youngsta-Im-Innocent-mixtape.847589.html,16-09-18
Jay-Z & 9th Wonder,Black American Gangster,111247,/Jay-Z-9th-Wonder-Black-American-Gangster-mixtape.437961.html,16-09-18
Chris Webby,The White Noise LP,111215,/Chris-Webby-The-White-Noise-LP-mixtape.44040.html,16-09-18
Freddie Gibbs,Cold Day In Hell,110762,/Freddie-Gibbs-Cold-Day-In-Hell-mixtape.278583.html,16-09-18
Various Artists,Hip Hop TXL Vol 50,110741,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-50-mixtape.652562.html,16-09-18
T-Pain & Lil Wayne,T-Wayne,110675,/T-Pain-Lil-Wayne-T-Wayne-mixtape.844706.html,16-09-18
Tyga,Outraged & Underage,110641,/Tyga-Outraged-Underage-mixtape.36542.html,16-09-18
Rich Homie Quan,ABTA : Still Going In,110545,/Rich-Homie-Quan-ABTA-Still-Going-In-mixtape.746888.html,16-09-18
PARTYNEXTDOOR,PNDCOLOURS,110346,/PARTYNEXTDOOR-PNDCOLOURS-mixtape.670498.html,16-09-18
Hell Rell,Not Guilty,109446,/Hell-Rell-Not-Guilty-mixtape.383977.html,16-09-18
Curren$y,The Legend Of Harvard Blue,108906,/Curreny-The-Legend-Of-Harvard-Blue-mixtape.786091.html,16-09-18
Yung Berg,Chicago Redemption,108866,/Yung-Berg-Chicago-Redemption-mixtape.354877.html,16-09-18
Schoolboy Q,Schoolboy Turned Hustla,108627,/Schoolboy-Q-Schoolboy-Turned-Hustla-mixtape.17869.html,16-09-18
Gunplay,Acquitted,108441,/Gunplay-Acquitted-mixtape.492165.html,16-09-18
Meek Mill,Flamers,108409,/Meek-Mill-Flamers-mixtape.19094.html,16-09-18
Chevy Woods,Gang Land 2,108165,/Chevy-Woods-Gang-Land-2-mixtape.537190.html,16-09-18
Problem,Welcome To Mollywood 2,107934,/Problem-Welcome-To-Mollywood-2-mixtape.390629.html,16-09-18
The Cool Kids,Gone Fishing: Instrumentals,107509,/The-Cool-Kids-Gone-Fishing-Instrumentals-mixtape.302434.html,16-09-18
Various Artists,Hip Hop TXL Vol 11,107363,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-11-mixtape.488412.html,16-09-18
"Lil Wayne, Juelz Santana",My Face Can't Be Felt,107308,/Lil-Wayne-My-Face-Cant-Be-Felt-mixtape.39546.html,16-09-18
21 Savage,Slaughter Tape,107248,/21-Savage-Slaughter-Tape-mixtape.750751.html,16-09-18
Blac Youngsta,Illuminati,107117,/Blac-Youngsta-Illuminati-mixtape.830857.html,16-09-18
The Lox,The Trinity (3rd Sermon),107052,/The-Lox-The-Trinity-3rd-Sermon-mixtape.664795.html,16-09-18
Waka Flocka ,Flockaveli 1.5,106940,/Waka-Flocka-Flockaveli-15-mixtape.748913.html,16-09-18
Various Artists,Hip Hop TXL Vol 28,106778,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-28-mixtape.554588.html,16-09-18
Schoolboy Q,Gangsta & Soul,106634,/Schoolboy-Q-Gangsta-Soul-mixtape.46110.html,16-09-18
Cyhi The Prynce,Ivy League Club,106296,/Cyhi-The-Prynce-Ivy-League-Club-mixtape.374200.html,16-09-18
Gucci Mane,The Spot (Soundtrack),106282,/Gucci-Mane-The-Spot-Soundtrack-mixtape.743533.html,16-09-18
Curren$y,Weed & Instrumentals ,106198,/Curreny-Weed-Instrumentals-mixtape.774451.html,16-09-18
Various Artists,Hip Hop TXL Vol 29,106183,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-29-mixtape.559415.html,16-09-18
Wale,100 Miles and Running,106068,/Wale-100-Miles-and-Running-mixtape.5625.html,16-09-18
Blac Youngsta,Young & Reckless,106023,/Blac-Youngsta-Young-Reckless-mixtape.772986.html,16-09-18
Rich Homie Quan,DTSpacely Made This,105150,/Rich-Homie-Quan-DTSpacely-Made-This-mixtape.735297.html,16-09-18
Various Artists,Hip Hop TXL Vol 17,104939,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-17-mixtape.511804.html,16-09-18
Roscoe Dash,Dash Effect,104819,/Roscoe-Dash-Dash-Effect-mixtape.258384.html,16-09-18
Mark Battles,Walking Distance,104777,/Mark-Battles-Walking-Distance-mixtape.352900.html,16-09-18
Various Artists,Hip Hop TXL Vol 77,104663,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-77-mixtape.768748.html,16-09-18
The Neighbourhood,#000000 & #ffffff,104613,/The-Neighbourhood-000000-ffffff-mixtape.669129.html,16-09-18
XV,Popular Culture,104097,/XV-Popular-Culture-mixtape.362180.html,16-09-18
